timestamp_ns,activated,going_to_position,status,object_status,fault,position_request_echo,position,current_raw,current_a,link_up,timestamp_ns
1777874400022680834,true,false,3,0,0,0,3,0,0.0,true,1777874400007429162
1777874400123401430,true,false,3,0,0,0,3,0,0.0,true,1777874400108434685
1777874400223146376,true,false,3,0,0,0,3,0,0.0,true,1777874400208429705
1777874400322802747,true,false,3,0,0,0,3,0,0.0,true,1777874400308305003
1777874400422515637,true,false,3,0,0,0,3,0,0.0,true,1777874400408308597
1777874400523226604,true,false,3,0,0,0,3,0,0.0,true,1777874400508307951
1777874400622998013,true,false,3,0,0,0,3,0,0.0,true,1777874400608308435
1777874400722687162,true,false,3,0,0,0,3,0,0.0,true,1777874400708311066
1777874400823341962,true,false,3,0,0,0,3,0,0.0,true,1777874400808318716
1777874400923088685,true,false,3,0,0,0,3,0,0.0,true,1777874400909339147
1777874401022767223,true,false,3,0,0,0,3,0,0.0,true,1777874401008315201
1777874401122459909,true,false,3,0,0,0,3,0,0.0,true,1777874401108316888
1777874401223168802,true,false,3,0,0,0,3,0,0.0,true,1777874401208374613
1777874401322891229,true,false,3,0,0,0,3,0,0.0,true,1777874401308320651
1777874401422593841,true,false,3,0,0,0,3,0,0.0,true,1777874401408895155
1777874401523292697,true,false,3,0,0,0,3,0,0.0,true,1777874401508651434
1777874401623019235,true,false,3,0,0,0,3,0,0.0,true,1777874401608424305
1777874401722716384,true,false,3,0,0,0,3,0,0.0,true,1777874401708324918
1777874401822422311,true,false,3,0,0,0,3,0,0.0,true,1777874401808320587
1777874401923174130,true,false,3,0,0,0,3,0,0.0,true,1777874401908711719
1777874402022851427,true,false,3,0,0,0,3,0,0.0,true,1777874402008508073
1777874402122559021,true,false,3,0,0,0,3,0,0.0,true,1777874402108324481
1777874402223317821,true,false,3,0,0,0,3,0,0.0,true,1777874402208331057
1777874402322969507,true,false,3,0,0,0,3,0,0.0,true,1777874402308332985
1777874402422686860,true,false,3,0,0,0,3,0,0.0,true,1777874402408333617
1777874402522798733,true,false,3,0,0,0,3,0,0.0,true,1777874402508334748
1777874402623174829,true,false,3,0,0,0,3,0,0.0,true,1777874402608338657
