timestamp_ns,port,gps_tow,gps_week,ins_status_raw,ins_mode,ins_error,gnss_fix,gnss_compass_active,gnss_heading_aiding,yaw,pitch,roll,latitude,longitude,altitude,vel_north,vel_east,vel_down,att_uncertainty,pos_uncertainty,vel_uncertainty,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gnss_num_sats,gnss_fix_type,temperature,pressure,last_async_header,messages_parsed,messages_dropped,timestamp_ns
1777874400022680834,/dev/ttyUSB_VN300,9820.650006,0,2176,0,0,false,false,false,-167.20877075195312,0.21218322217464447,-0.16730071604251862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07048944383859634,0.012888411991298199,0.1427375078201294,0.03589679300785065,0.030465908348560333,-9.40785026550293,-0.000560426153242588,0.0008055683574639261,0.00016199564561247826,0,0,21.82716941833496,100.35900115966797,VNBIN,2909,0,1777874400016612891
1777874400123401430,/dev/ttyUSB_VN300,9820.750006,0,24704,0,0,false,false,false,-167.20233154296875,0.21170498430728912,-0.16689874231815338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0694805383682251,0.012889544479548931,0.1427769809961319,0.029430605471134186,0.039315417408943176,-9.363592147827148,0.0003559337928891182,-0.00005361257353797555,-0.0003637615591287613,0,0,21.827646255493164,100.35900115966797,VNBIN,2911,0,1777874400117333654
1777874400223146376,/dev/ttyUSB_VN300,9820.850006,0,10368,0,0,false,false,false,-167.20156860351562,0.21429836750030518,-0.16830073297023773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07253412157297134,0.015011223033070564,0.14390037953853607,0.044401269406080246,0.034365516155958176,-9.381125450134277,0.0005175154656171799,0.00019514525774866343,0.0000407584011554718,0,0,21.825984954833984,100.35900115966797,VNBIN,2913,0,1777874400217075359
1777874400322802747,/dev/ttyUSB_VN300,9820.950006000001,0,14464,0,0,false,false,false,-167.198486328125,0.21527227759361267,-0.16640347242355347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07352807372808456,0.015004980377852917,0.1450919210910797,0.03194520249962807,0.022743171080946922,-9.403319358825684,0.0008823303505778313,-0.00026197958504781127,0.00017918366938829422,0,0,21.826047897338867,100.33500671386719,VNBIN,2915,0,1777874400316735730
1777874400422515637,/dev/ttyUSB_VN300,9821.050006000001,0,36992,0,0,false,false,false,-167.19729614257812,0.2147190272808075,-0.16269855201244354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06847817450761795,0.013953429646790028,0.14405310153961182,0.018413715064525604,0.014234956353902817,-9.387002944946289,0.00016426993533968925,-0.00004206295125186443,0.0001569800078868866,0,0,21.82571792602539,100.34300231933594,VNBIN,2917,0,1777874400417448808
1777874400523226604,/dev/ttyUSB_VN300,9821.150006,0,39040,0,0,false,false,false,-167.19284057617188,0.2164798527956009,-0.16430874168872833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0705396831035614,0.013962855562567711,0.1402801275253296,0.05970333144068718,0.015057219192385674,-9.381523132324219,-0.0008519832044839859,-0.00010308495257049799,0.00025027524679899216,0,0,21.826053619384766,100.34700775146484,VNBIN,2919,0,1777874400517160754
1777874400622998013,/dev/ttyUSB_VN300,9821.250006,0,32896,0,0,false,false,false,-167.19525146484375,0.21613909304141998,-0.1660437434911728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07152535021305084,0.015013329684734344,0.1439398229122162,0.026678822934627533,0.024599533528089523,-9.409050941467285,0.00047361571341753006,-0.0006861903821118176,0.00038931937888264656,0,0,21.82535743713379,100.35900115966797,VNBIN,2921,0,1777874400616864125
1777874400722687162,/dev/ttyUSB_VN300,9821.350006,0,32896,0,0,false,false,false,-167.1924591064453,0.21501238644123077,-0.16707126796245575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07353441417217255,0.016065780073404312,0.14632867276668549,0.03758946806192398,0.028595739975571632,-9.408918380737305,-0.00010701362043619156,-0.00011462369002401829,-0.00015906943008303642,0,0,21.825891494750977,100.35900115966797,VNBIN,2923,0,1777874400716619089
1777874400823341962,/dev/ttyUSB_VN300,9821.450006000001,0,36992,0,0,false,false,false,-167.1920928955078,0.21505847573280334,-0.16854293644428253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0684719830751419,0.012891972437500954,0.14281663298606873,0.038684993982315063,0.01804007962346077,-9.393163681030273,0.0009815306402742863,-0.00003514799755066633,-0.0003129122778773308,0,0,21.826435089111328,100.35900115966797,VNBIN,2925,0,1777874400817273019
1777874400923088685,/dev/ttyUSB_VN300,9821.550006000001,0,41088,0,0,false,false,false,-167.1911163330078,0.21525846421718597,-0.16971218585968018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07250671833753586,0.012884817086160183,0.142658069729805,0.03404880315065384,0.016344359144568443,-9.379398345947266,-0.00019438564777374268,0.0009501854656264186,0.0005846386775374413,0,0,21.82637596130371,100.35900115966797,VNBIN,2927,0,1777874400917001020
