timestamp_ns,node_id,axis_error,axis_state,procedure_result,trajectory_done,pos_estimate,vel_estimate,shadow_count,count_cpr,iq_setpoint,iq_measured,bus_voltage,bus_current,active_errors,disarm_reason,torque_target,torque_estimate,electrical_power,mechanical_power,fet_temp,motor_temp,timestamp_ns
1781060971516004668,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060971615988685,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060971716410872,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060971816350251,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060971915958878,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972016350290,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972116337521,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972216323969,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972316227381,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972416270978,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972516178152,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972616248847,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972716171014,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972816261021,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060972916293005,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973016391773,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973116405742,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973216276618,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973316373729,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973416360146,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973516313342,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973616265613,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973716289035,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973816308303,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060973916312416,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974016287154,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974116216217,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974216212835,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974316313603,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974416272193,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974516330157,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974616383361,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974716460175,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974816323868,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060974916324912,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975017676073,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975116374352,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975216298473,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975316522691,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975416380820,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975516190721,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975616720429,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975716341573,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975816494910,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060975916239009,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976016295429,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976121696739,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976222377203,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976322697534,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976422612120,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976522957198,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976622115192,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976722476040,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976822354115,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060976922422798,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977022558719,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977122480772,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977222293335,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977322444160,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977423731777,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977522426062,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977622139217,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977722538601,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977822858701,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060977922327418,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060978022226853,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060978122524166,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060978222251735,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060978322589770,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060978422881436,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060978522580135,,0,1,0,,,,,,,,,,0,0,,,,,,,
1781060978622187409,44,0,1,0,true,0.0,0.0,0,8192,0.465,0.465,47.89,0.465,0,0,0.0386,0.0386,22.28,0.0,25.0,21.0,1781060978622754816
1781060978722664536,44,0,1,0,true,0.0,0.0001,0,8192,0.451,0.451,47.87,0.451,0,0,0.0374,0.0374,21.59,0.0,25.0,21.0,1781060978719456576
1781060978822556525,44,0,1,0,true,0.0,0.0001,0,8192,0.464,0.464,47.88,0.464,0,0,0.0385,0.0385,22.2,0.0,25.0,21.0,1781060978820317226
1781060978922057860,44,0,1,0,true,0.0,0.0001,0,8192,0.448,0.448,47.9,0.448,0,0,0.0372,0.0372,21.47,0.0,25.0,21.0,1781060978919892085
1781060979022133697,44,0,1,0,true,0.0,0.0,0,8192,0.465,0.465,47.91,0.465,0,0,0.0386,0.0386,22.26,0.0,25.1,21.1,1781060979020960582
1781060979122970173,44,0,1,0,true,0.0,0.0,0,8192,0.45,0.45,47.9,0.45,0,0,0.0373,0.0373,21.54,0.0,25.1,21.1,1781060979120598457
1781060979222114187,44,0,1,0,true,0.0,0.0,0,8192,0.46,0.46,47.9,0.46,0,0,0.0382,0.0382,22.05,0.0,25.1,21.1,1781060979220918559
1781060979322741987,44,0,1,0,true,0.0,0.0001,0,8192,0.451,0.451,47.9,0.451,0,0,0.0374,0.0374,21.61,0.0,25.1,21.1,1781060979321495389
1781060979421963656,44,0,1,0,true,0.0,0.0,0,8192,0.466,0.466,47.9,0.466,0,0,0.0387,0.0387,22.33,0.0,25.1,21.1,1781060979421840112
1781060979522063602,44,0,1,0,true,0.0,0.0001,0,8192,0.469,0.469,47.88,0.469,0,0,0.039,0.039,22.48,0.0,25.1,21.1,1781060979506198995
1781060979622505814,44,0,1,0,true,0.0001,0.0,0,8192,0.453,0.453,47.88,0.453,0,0,0.0376,0.0376,21.68,0.0,25.1,21.1,1781060979608907093
1781060979722042049,44,0,1,0,true,0.0001,0.0,0,8192,0.47,0.47,47.89,0.47,0,0,0.039,0.039,22.53,0.0,25.1,21.1,1781060979713493630
1781060979822297510,44,0,1,0,true,0.0001,0.0001,0,8192,0.451,0.451,47.9,0.451,0,0,0.0374,0.0374,21.61,0.0,25.2,21.2,1781060979816101005
1781060979922708915,44,0,1,0,true,0.0001,0.0,0,8192,0.468,0.468,47.9,0.468,0,0,0.0388,0.0388,22.41,0.0,25.2,21.2,1781060979914138402
1781060980022762206,44,0,1,0,true,0.0001,0.0001,0,8192,0.456,0.456,47.9,0.456,0,0,0.0378,0.0378,21.83,0.0,25.2,21.2,1781060980013281644
1781060980122179935,44,0,1,0,true,0.0001,0.0,0,8192,0.472,0.472,47.88,0.472,0,0,0.0392,0.0392,22.6,0.0,25.2,21.2,1781060980114848749
1781060980222333308,44,0,1,0,true,0.0001,0.0001,0,8192,0.457,0.457,47.9,0.457,0,0,0.0379,0.0379,21.89,0.0,25.2,21.2,1781060980214917246
1781060980322298674,44,0,1,0,true,0.0001,0.0,0,8192,0.473,0.473,47.89,0.473,0,0,0.0392,0.0392,22.63,0.0,25.2,21.2,1781060980316022543
1781060980422266325,44,0,1,0,true,0.0001,0.0001,0,8192,0.454,0.454,47.91,0.454,0,0,0.0377,0.0377,21.77,0.0,25.2,21.2,1781060980415965405
1781060980523040518,44,0,1,0,true,0.0001,0.0,0,8192,0.475,0.475,47.9,0.475,0,0,0.0394,0.0394,22.74,0.0,25.2,21.2,1781060980516554681
1781060980622017086,44,0,1,0,true,0.0001,0.0001,0,8192,0.46,0.46,47.9,0.46,0,0,0.0382,0.0382,22.06,0.0,25.3,21.3,1781060980617736460
1781060980722841912,44,0,1,0,true,0.0001,0.0,0,8192,0.48,0.48,47.89,0.48,0,0,0.0398,0.0398,22.98,0.0,25.3,21.3,1781060980718433161
1781060980822308041,44,0,1,0,true,0.0001,0.0,1,8192,0.465,0.465,47.9,0.465,0,0,0.0386,0.0386,22.26,0.0,25.3,21.3,1781060980818874103
1781060980922481291,44,0,1,0,true,0.0001,0.0,1,8192,0.472,0.472,47.89,0.472,0,0,0.0392,0.0392,22.6,0.0,25.3,21.3,1781060980920159695
1781060981022796532,44,0,1,0,true,0.0002,0.0001,1,8192,0.455,0.455,47.89,0.455,0,0,0.0378,0.0378,21.81,0.0,25.3,21.3,1781060981020543513
1781060981122828128,44,0,1,0,true,0.0002,0.0,1,8192,0.474,0.474,47.9,0.474,0,0,0.0394,0.0394,22.73,0.0,25.3,21.3,1781060981121519616
1781060981221980221,44,0,1,0,true,0.0002,0.0,1,8192,0.473,0.473,47.89,0.473,0,0,0.0393,0.0393,22.66,0.0,25.3,21.3,1781060981202421709
1781060981322547647,44,0,1,0,true,0.0002,0.0001,1,8192,0.457,0.457,47.88,0.457,0,0,0.038,0.038,21.9,0.0,25.3,21.3,1781060981302710337
1781060981422581520,44,0,1,0,true,0.0002,0.0,1,8192,0.478,0.478,47.89,0.478,0,0,0.0397,0.0397,22.91,0.0,25.3,21.3,1781060981403517282
1781060981522496877,44,0,1,0,true,0.0002,0.0001,1,8192,0.462,0.462,47.9,0.462,0,0,0.0383,0.0383,22.13,0.0,25.4,21.4,1781060981504210564
1781060981622618122,44,0,1,0,true,0.0002,0.0,1,8192,0.475,0.475,47.9,0.475,0,0,0.0394,0.0394,22.74,0.0,25.4,21.4,1781060981604102870
1781060981722445674,44,0,1,0,true,0.0002,0.0,1,8192,0.462,0.462,47.89,0.462,0,0,0.0384,0.0384,22.15,0.0,25.4,21.4,1781060981706993591
1781060981822864379,44,0,1,0,true,0.0002,0.0,1,8192,0.479,0.479,47.89,0.479,0,0,0.0398,0.0398,22.94,0.0,25.4,21.4,1781060981805465436
1781060981922402414,44,0,1,0,true,0.0002,0.0,1,8192,0.464,0.464,47.89,0.464,0,0,0.0385,0.0385,22.23,0.0,25.4,21.4,1781060981907816511
1781060982022588940,44,0,1,0,true,0.0002,0.0,1,8192,0.48,0.48,47.89,0.48,0,0,0.0398,0.0398,22.97,0.0,25.4,21.4,1781060982006978098
1781060982122939484,44,0,1,0,true,0.0002,0.0001,1,8192,0.466,0.466,47.88,0.466,0,0,0.0387,0.0387,22.31,0.0,25.4,21.4,1781060982107610791
1781060982222416092,44,0,1,0,true,0.0002,0.0,1,8192,0.483,0.483,47.89,0.483,0,0,0.0401,0.0401,23.11,0.0,25.4,21.4,1781060982208914720
1781060982322646230,44,0,1,0,true,0.0002,0.0003,1,8192,0.46,0.46,47.9,0.46,0,0,0.0382,0.0382,22.03,0.0,25.4,21.4,1781060982308489733
1781060982422414156,44,0,1,0,true,0.0002,0.0,1,8192,0.475,0.475,47.9,0.475,0,0,0.0395,0.0395,22.77,0.0,25.5,21.5,1781060982410000251
1781060982522551372,44,0,1,0,true,0.0002,0.0001,2,8192,0.46,0.46,47.9,0.46,0,0,0.0382,0.0382,22.05,0.0,25.5,21.5,1781060982510952712
1781060982622535979,44,0,1,0,true,0.0002,0.0,2,8192,0.478,0.478,47.89,0.478,0,0,0.0396,0.0396,22.87,0.0,25.5,21.5,1781060982611568579
1781060982722131557,44,0,1,0,true,0.0003,0.0,2,8192,0.459,0.459,47.9,0.459,0,0,0.0381,0.0381,21.98,0.0,25.5,21.5,1781060982712298921
1781060982822281878,44,0,1,0,true,0.0003,0.0,2,8192,0.477,0.477,47.89,0.477,0,0,0.0396,0.0396,22.83,0.0,25.5,21.5,1781060982813732663
1781060982922250146,44,0,1,0,true,0.0003,0.0004,2,8192,0.461,0.461,47.89,0.461,0,0,0.0382,0.0382,22.06,0.0,25.5,21.5,1781060982914802733
1781060983022819639,44,0,1,0,true,0.0003,0.0,2,8192,0.479,0.479,47.89,0.479,0,0,0.0398,0.0398,22.95,0.0,25.5,21.5,1781060983016571882
