timestamp_ns,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_1_current,joint_2_current,joint_3_current,joint_4_current,joint_5_current,joint_6_current,joint_1_temp,joint_2_temp,joint_3_temp,joint_4_temp,joint_5_temp,joint_6_temp,bus_voltage,bus_current,accel_x,accel_y,accel_z,timestamp_ns
1781028000093924384,0.0004005787116058362,57.26143466953725,103.1320634498902,-0.001371777291868791,-0.014571853301920798,-0.00030058895931790595,0.0015817810677467813,-0.004239836194285584,-0.0031037390200620877,0.017452562176062336,0.003502014010314575,-0.0038637332111184568,0.010157395681091115,5.93220623383453,2.769159773388856,0.38259335396024546,0.31999817259905916,0.12377653728290389,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028000088116455
1781028000194126846,0.00040051631125439537,57.26143447011429,103.13206298584927,-0.0013714361883305673,-0.01457155728340232,-0.0003005853076826927,0.001582045141341857,-0.004240380447269814,-0.003104073204375377,0.01745537098510679,0.0035024258897733687,-0.003864320317887681,0.01014252155180569,5.932205905450847,2.769157075218777,0.38259573154322846,0.31999870759148225,0.12377721585547748,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028000176396645
1781028000293402677,0.0003938419027802072,57.26145188196744,103.13207531785852,-0.001443738493745932,-0.014585767937891712,-0.0002844761386350183,-0.0015838861270004417,0.004236298243008175,0.003093364771791268,-0.017450829908565384,-0.003495851019770716,0.00386516836877753,0.01733055354269884,5.940630291934684,2.771831151969581,0.3812025766437891,0.31927071696771236,0.12343195829474142,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.554,0.0,0.0,1.0,1781028000274263834
1781028000394302731,0.0004003603020040286,57.26143397128481,103.13206182521132,-0.001370582893643218,-0.014570816676206936,-0.0003005764475303772,0.001582705325897422,-0.004241738231142446,-0.0031049064695622512,0.017462390343131844,0.0035034541635037475,-0.00386578735880818,0.010105333801392403,5.932205087965668,2.7691503292110515,0.38260167567813336,0.32000004615745936,0.12377891239320923,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028000383921342
1781028000494130350,0.0003936831365458184,57.261451388583495,103.13207416028722,-0.0014429140394437146,-0.014585031193822175,-0.0002844613680895603,-0.0015845464276698642,0.004237650153397041,0.003094189043705287,-0.017457839927652003,-0.003496870535824875,0.003866631176874764,0.017298314579299062,5.940629672712303,2.771825774182379,0.38120782598850034,0.31927074563754726,0.12343343005972668,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.554,0.0,0.0,1.0,1781028000475267547
1781028000593526762,0.0004002042808254154,57.261433472064,103.13206066380664,-0.0013697288316060923,-0.014570075266980004,-0.0003005679722791159,0.0015833655152627996,-0.0042430919386460255,-0.003105736591694614,0.01746940591902831,0.003504480403685881,-0.003867253367924719,0.010068142538359706,5.932204275435853,2.769143582356699,0.3826076200665033,0.3200013862804604,0.12378060908265676,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028000586181411
1781028000693751211,0.00039352435837228223,57.26145089478946,103.13207300193515,-0.001442088800874699,-0.014584293638770162,-0.00028444698718969234,-0.0015852067332610836,0.004238997941779329,0.0030950101469185433,-0.017464846135966,-0.0034978880061583813,0.0038680929430447543,0.017266074922439048,5.940629048053943,2.771820396353335,0.3812130757505072,0.3192707727794528,0.12343490186923596,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.554,0.0,0.0,1.0,1781028000677522114
1781028000793829936,0.0004000645419411934,57.26143320515083,103.13205964430207,-0.0013689239778453069,-0.014569385871480534,-0.000300539246147079,0.001582374081238297,-0.00424571895402842,-0.0031075870195375415,0.017465662594755935,0.0035043569013488898,-0.0038661974958346702,0.010034257640304856,5.9322013626556895,2.769138798435435,0.3826125585885289,0.32000055620003454,0.12378194805392216,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028000783601799
1781028000893815006,0.0003934536312028717,57.26145116940431,103.1320723338557,-0.0014411605675063934,-0.014583721520138477,-0.00028441589441281545,-0.0015810820979764654,0.004257286755174071,0.003107027481226967,-0.017449588190318253,-0.003499870373374313,0.00386511639142948,0.017226438806030826,5.940631759891696,2.771810539274631,0.38122056459784853,0.3192754833965682,0.12343715446010044,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.554,0.0,0.0,1.0,1781028000881794631
1781028000993612425,0.00040002712960509815,57.261433693443706,103.13205912939648,-0.0013678733081921503,-0.01456887483592723,-0.00030051285405046946,0.0015802708095555423,-0.004261748789849789,-0.0031179598255124,0.01746572173817052,0.003507403544635069,-0.0038662092235110974,0.010004874981547198,5.93219607838214,2.7691356204324427,0.3826164259445024,0.3199978371723965,0.12378292156519762,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028000982620853
1781028001094060309,0.00039344761904825846,57.26145171300645,103.1320718702251,-0.001439926985470192,-0.014583214496771753,-0.00028442606855580866,-0.0015775784129550385,0.0042688674508827,0.0031166475454267174,-0.017438104269334603,-0.003502702972117633,0.003862739769864057,0.017195876360975925,5.940654695719859,2.7718086656872187,0.38122544398690217,0.31927722296957806,0.12343870960370248,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.554,0.0,0.0,1.0,1781028001079305137
1781028001197051273,0.0003999401691273497,57.2614343943057,103.13205877940688,-0.0013674686852373464,-0.014568519946095017,-0.0003003404699970062,0.0015508196862561734,-0.004195341357089194,-0.0030762768102233083,0.017166155232174424,0.0034560352101433785,-0.003800410004846743,0.00996125476439528,5.932195015533745,2.7691476184866866,0.38261720428910695,0.31998193191616947,0.12378250224411518,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028001193026556
1781028001294027064,0.0003932657428514472,57.261452831070365,103.1320716786717,-0.0014404805657878064,-0.01458295670650647,-0.0002840473785775791,-0.0015540084210811608,0.0042337498494011755,0.0030542780819725218,-0.01713196900926092,-0.0034158953845327953,0.003793909919273259,0.016962123827810583,5.940239892697179,2.771635246829688,0.3812877111881367,0.3193426261330051,0.12345554454862732,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.553,0.0,0.0,1.0,1781028001285900585
1781028001394218401,0.0003932167018589729,57.26145311225994,103.1320715562767,-0.0014404577265739796,-0.014582848514345144,-0.00028394877731733833,-0.0015720160399638175,0.004297915634819768,0.0031024115653145775,-0.017350826917416233,-0.0034639823445893818,0.003842529846328689,0.01698437797968877,5.940315219688497,2.771662599743647,0.3812799003123117,0.3193315730267842,0.12345348952453422,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.553,0.0,0.0,1.0,1781028001370769428
1781028001494017156,0.00039357585980086994,57.26145224921107,103.13207065398215,-0.0014359502274228016,-0.014581954034456805,-0.00028478269454332956,-0.0015686831086046617,0.004280824755943707,0.003153178457714411,-0.017442281340216987,-0.0035341535833936025,0.003864828644320152,0.017234389341825203,5.940953169450918,2.77190780028301,0.3812035050596249,0.3192410131538649,0.12343323195044129,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.554,0.0,0.0,1.0,1781028001489090192
1781028001593543441,0.0003935725701240338,57.26145248734449,103.13207048061652,-0.0014354841084536732,-0.014581757463372752,-0.0002847809148844522,-0.0015673682448460915,0.004285800650550666,0.0031565350057817044,-0.017437373614629572,-0.0035346083170819964,0.0038637819263619626,0.01722321137853922,5.940956624382614,2.7719034907574183,0.3812060768914245,0.3192436575465413,0.12343407171322014,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.554,0.0,0.0,1.0,1781028001572782011
1781028001693569925,0.0003997122686668157,57.2614360263177,103.13205791317816,-0.0013666455249494137,-0.014567678642099324,-0.00029990058967360305,0.0014768330338650263,-0.004023921209076447,-0.0029685969917517797,0.01640914048101627,0.003325508843896811,-0.003634084558453795,0.009854525466464571,5.932194868436301,2.769180447335323,0.3826184289425141,0.31994076541926264,0.12378121434935983,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028001673973338
1781028001794356380,0.000400057744379056,57.26143527767765,103.13205683277576,-0.0013617993308962298,-0.01456651500659303,-0.0003008145220132803,0.001641764450483982,-0.004537481777005,-0.0032909479804610494,0.018226774654377192,0.003656510287943201,-0.004033740590735012,0.0099557515362995,5.932194175144698,2.769083281445667,0.382637137059135,0.32002725744450383,0.12379015327561951,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028001794128614
1781028001894069188,0.0004000421132684749,57.26143550873644,103.13205665549036,-0.0013614270604363965,-0.01456633035421354,-0.0003007922183424045,0.0016383610355486182,-0.004536209922450293,-0.003290330501754702,0.0181987815533127,0.0036527543487748994,-0.004027620688213164,0.00994221532606319,5.932192131115301,2.7690833527321947,0.3826384716269973,0.3200249360671514,0.1237904303784854,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.538,0.0,0.0,1.0,1781028001874096682
1781028001993394387,0.00039351980769051473,57.26145375511184,103.13206965284576,-0.0014335025635757066,-0.014580826089732933,-0.00028469560506433393,-0.001560943573562265,0.0043126752786124345,0.003170506032914223,-0.01740606182864921,-0.003532291102286279,0.0038569321711197577,0.017126973780306788,5.940923517935409,2.771869142670914,0.38122581523850224,0.31925823599044006,0.12343982492867596,25.0,25.0,25.0,25.0,25.0,25.0,24.0,9.554,0.0,0.0,1.0,1781028001986923213
