timestamp_ns,activated,going_to_position,status,object_status,fault,position_request_echo,position,current_raw,current_a,link_up,timestamp_ns
1781028000093924384,true,false,3,3,0,0,0,0,0.0,true,1781028000088193030
1781028000194126846,true,false,3,3,0,0,0,0,0.0,true,1781028000176779803
1781028000293402677,true,false,3,3,0,0,0,0,0.0,true,1781028000274371461
1781028000394302731,true,false,3,3,0,0,0,0,0.0,true,1781028000384035732
1781028000494130350,true,false,3,3,0,0,0,0,0.0,true,1781028000475337795
1781028000593526762,true,false,3,3,0,0,0,0,0.0,true,1781028000586294803
1781028000693751211,true,false,3,3,0,0,0,0,0.0,true,1781028000677598903
1781028000793829936,true,false,3,3,0,0,0,0,0.0,true,1781028000783714273
1781028000893815006,true,false,3,3,0,0,0,0,0.0,true,1781028000881863061
1781028000993612425,true,false,3,3,0,0,0,0,0.0,true,1781028000982736449
1781028001094060309,true,false,3,3,0,0,0,0,0.0,true,1781028001079371950
1781028001197051273,true,false,3,3,0,0,0,0,0.0,true,1781028001194936899
1781028001294027064,true,false,3,3,0,0,0,0,0.0,true,1781028001285999283
1781028001394218401,true,false,3,3,0,0,0,0,0.0,true,1781028001370878809
1781028001494017156,true,false,3,3,0,0,0,0,0.0,true,1781028001489158423
1781028001593543441,true,false,3,3,0,0,0,0,0.0,true,1781028001572943822
1781028001693569925,true,false,3,3,0,0,0,0,0.0,true,1781028001674113902
1781028001794356380,true,false,3,3,0,0,0,0,0.0,true,1781028001794230027
1781028001894069188,true,false,3,3,0,0,0,0,0.0,true,1781028001894325895
1781028001993394387,true,false,3,3,0,0,0,0,0.0,true,1781028001987062496
1781028002094185527,true,false,3,3,0,0,0,0,0.0,true,1781028002079297922
1781028002196120178,true,false,3,3,0,0,0,0,0.0,true,1781028002181145711
1781028002294059070,true,false,3,3,0,0,0,0,0.0,true,1781028002281944283
1781028002394651319,true,false,3,3,0,0,0,0,0.0,true,1781028002384202751
1781028002493734179,true,false,3,3,0,0,0,0,0.0,true,1781028002490634973
1781028002594240815,true,false,3,3,0,0,0,0,0.0,true,1781028002586815303
1781028002693778524,true,false,3,3,0,0,0,0,0.0,true,1781028002684417962
1781028002794197257,true,false,3,3,0,0,0,0,0.0,true,1781028002792413357
1781028002893785481,true,false,3,3,0,0,0,0,0.0,true,1781028002884827366
1781028002993786821,true,false,3,3,0,0,0,0,0.0,true,1781028002993715509
1781028003093812900,true,false,3,3,0,0,0,0,0.0,true,1781028003089654678
1781028003193883744,true,false,3,3,0,0,0,0,0.0,true,1781028003170012041
1781028003294213113,true,false,3,3,0,0,0,0,0.0,true,1781028003291302389
1781028003393423512,true,false,3,3,0,0,0,0,0.0,true,1781028003374199747
1781028003494236947,true,false,3,3,0,0,0,0,0.0,true,1781028003492384332
1781028003593855750,true,false,3,3,0,0,0,0,0.0,true,1781028003577962753
1781028003693710326,true,false,3,3,0,0,0,0,0.0,true,1781028003674895493
1781028003793645747,true,false,3,3,0,0,0,0,0.0,true,1781028003780230584
1781028003894317347,true,false,3,3,0,0,0,0,0.0,true,1781028003882137818
1781028003994102320,true,false,3,3,0,0,0,0,0.0,true,1781028003982191272
1781028004093840987,true,false,3,3,0,0,0,0,0.0,true,1781028004078710149
