timestamp_ns,port,gps_tow,gps_week,ins_status_raw,ins_mode,ins_error,gnss_fix,gnss_compass_active,gnss_heading_aiding,yaw,pitch,roll,latitude,longitude,altitude,vel_north,vel_east,vel_down,att_uncertainty,pos_uncertainty,vel_uncertainty,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gnss_num_sats,gnss_fix_type,temperature,pressure,last_async_header,messages_parsed,messages_dropped,timestamp_ns
1781024400057583300,sim,493200.045,-308096,774,2,0,true,true,true,3.450052869553354,-0.02145294335798848,-0.1174863092559582,46.751174651561314,7.613111858751618,560.0531247554356,-0.00003753128276095608,-0.00007933921079415957,-4.289378314308034e-6,0.5,0.4,0.1,0.19978950122774464,-0.013147532106768512,0.4398991902682596,0.003868285614440093,-0.020396746189655576,9.807320557488625,-0.0000605820985205302,2.771409155196156e-6,0.0000774250477551655,14,3,25.0,94.775,VNINS,0,0,1781024400045144886
1781024400158341492,sim,493200.117,-308096,774,2,0,true,true,true,3.450051441338001,-0.021440037092032245,-0.11752722602789052,46.75117218101968,7.613099485613134,560.053124578475,-0.00004129526049183419,-0.0000770134535162296,-1.8471710313758272e-6,0.5,0.4,0.1,0.19978940244214707,-0.013147841282441886,0.43989922589318287,0.00181738668030914,-0.02104897489293595,9.80659142152956,0.00007668347959587552,-0.000036432641187924105,0.00006970508327231238,14,3,25.0,94.775,VNINS,0,0,1781024400116661601
1781024400255896692,sim,493200.235,-308096,774,2,0,true,true,true,3.4504137009052323,-0.02145534334277959,-0.1175146146110426,46.751169509213184,7.61311012318504,560.0531246237799,-0.00003297594120800711,-0.00008058200645951484,5.978385208237069e-6,0.5,0.4,0.1,0.19978944118680075,-0.013149028524233702,0.43989917281024155,0.003407234800883582,-0.019719885231326378,9.80573011576058,0.00007151115178233324,-5.33621519150413e-6,0.00005050660451126425,14,3,25.0,94.775,VNINS,0,0,1781024400234683768
1781024400356110819,sim,493200.353,-308096,774,2,0,true,true,true,3.4506932440319353,-0.02145505079452008,-0.11752890422738028,46.751180691656344,7.613114361950332,560.0531245989206,-0.00003177890634923979,-0.00008051762076214509,7.123579735625329e-6,0.5,0.4,0.1,0.199789378143952,-0.013150129192622676,0.43989916854100813,0.0035938717416910634,-0.019988913591769568,9.806362586257736,0.00006958985759681365,-2.1068911121490774e-6,0.00004732690846228554,14,3,25.0,94.775,VNINS,0,0,1781024400353213773
1781024400456660716,sim,493200.443,-308096,774,2,0,true,true,true,3.4509675779293127,-0.021456552352550808,-0.11754133449539438,46.75117328296772,7.613110088624815,560.0531245631215,-0.000033595619834036236,-0.00007952762561143427,4.006724087450564e-6,0.5,0.4,0.1,0.1997893300046588,-0.013151197106138844,0.4398991584794918,0.0035401039907582894,-0.019924705022307657,9.806086364935693,0.00005018442258127443,-5.971402831766499e-6,0.00005201663241854417,14,3,25.0,94.775,VNINS,0,0,1781024400443184307
1781024400556688815,sim,493200.514,-308096,774,2,0,true,true,true,3.451170807435368,-0.021454951801003427,-0.11757280875774044,46.75117236490544,7.613109402090912,560.0531245551408,-0.000036736301423118814,-0.00007659556366376271,-5.7412085444838445e-6,0.5,0.4,0.1,0.19978927350929343,-0.013152159196965245,0.43989915537437263,0.003895149459857464,-0.020435541047870195,9.807471102356384,-0.00009033054971109104,7.669141203201073e-6,0.00006465798728511505,14,3,25.0,94.775,VNINS,0,0,1781024400514382668
1781024400656225675,sim,493200.645,-308096,774,2,0,true,true,true,3.451494920403662,-0.02145696675798281,-0.11757475559278428,46.75117082734051,7.613111368270309,560.0531244756903,-0.000033313000166734916,-0.00007894827571750638,3.999577074441374e-6,0.5,0.4,0.1,0.19978921847459755,-0.013153323079882448,0.4398991455700565,0.0034762001660882413,-0.019879281543331316,9.805983699410405,0.000049401479784778086,-5.9137569476622246e-6,0.000048891413416221805,14,3,25.0,94.775,VNINS,0,0,1781024400645550902
1781024400756562514,sim,493200.745,-308096,774,2,0,true,true,true,3.4517454737666795,-0.02145736191327244,-0.1175909381722444,46.751172645479976,7.613120210992666,560.0531244303663,-0.00003295622068794214,-0.00007866138338069383,4.4758852073487065e-6,0.5,0.4,0.1,0.19978916700006835,-0.013154335509804063,0.43989913867466746,0.0035520592563102363,-0.01994341181489666,9.80612001810982,0.00005580296219536842,-6.4475395323572975e-6,0.000046064536157158,14,3,25.0,94.775,VNINS,0,0,1781024400745333308
1781024400857556729,sim,493200.846,-308096,774,2,0,true,true,true,3.451984694565836,-0.02145787421315736,-0.11760742216563144,46.75117722329005,7.613112643008768,560.0531243861835,-0.00003232466922201743,-0.0000783992351988368,5.258535310248558e-6,0.5,0.4,0.1,0.19978911888673545,-0.013155310079954453,0.4398991313825957,0.0035838294730154477,-0.019997139649308947,9.806273355298073,0.00006267901106630316,-6.105277688450531e-6,0.00004202264729911052,14,3,25.0,94.775,VNINS,0,0,1781024400845703334
1781024400956781181,sim,493200.954,-308096,774,2,0,true,true,true,3.452209710022548,-0.021458070006031765,-0.11762489714175714,46.751177756869254,7.613106251047846,560.0531243419708,-0.00003156856549787461,-0.00007800853504208861,6.182686029622408e-6,0.5,0.4,0.1,0.1997890714305596,-0.01315624190404172,0.4398991250683242,0.003599250114087083,-0.020020456902500153,9.806336395533418,0.00007012010690149136,-5.583942315958291e-6,0.00003715412156409533,14,3,25.0,94.775,VNINS,0,0,1781024400953673859
