timestamp_ns,node_id,axis_error,axis_state,procedure_result,trajectory_done,pos_estimate,vel_estimate,shadow_count,count_cpr,iq_setpoint,iq_measured,bus_voltage,bus_current,active_errors,disarm_reason,torque_target,torque_estimate,electrical_power,mechanical_power,fet_temp,motor_temp,timestamp_ns
1781024400057583300,34,0,8,0,true,0.9025,0.0002,7392,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.1,0.0,25.0,21.0,1781024400046127558
1781024400158341492,34,0,8,0,true,0.9025,0.0002,7393,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.09,0.0,25.0,21.0,1781024400156482210
1781024400255896692,34,0,8,0,true,0.9025,0.0002,7393,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.09,0.0,25.0,21.0,1781024400234950793
1781024400356110819,34,0,8,0,true,0.9025,0.0002,7393,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.09,0.0,25.0,21.0,1781024400353588998
1781024400456660716,34,0,8,0,true,0.9025,0.0002,7393,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.09,0.0,25.0,21.0,1781024400443552958
1781024400556688815,34,0,8,0,true,0.9025,0.0002,7393,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.11,0.0,25.0,21.0,1781024400514664070
1781024400656225675,34,0,8,0,true,0.9026,0.0002,7393,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.09,0.0,25.0,21.0,1781024400645944428
1781024400756562514,34,0,8,0,true,0.9026,0.0002,7393,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.09,0.0,25.0,21.0,1781024400745919609
1781024400857556729,34,0,8,0,true,0.9026,0.0002,7393,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.1,0.0,25.0,21.0,1781024400846070606
1781024400956781181,34,0,8,0,true,0.9026,0.0001,7394,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.1,0.0,25.0,21.0,1781024400954057914
1781024401056559897,34,0,8,0,true,0.9026,0.0001,7394,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.1,0.0,25.0,21.0,1781024401042432153
1781024401156731218,34,0,8,0,true,0.9026,0.0001,7394,8192,0.003,0.003,47.79,0.003,0,0,0.0002,0.0002,0.12,0.0,25.0,21.0,1781024401127068009
1781024401256616573,34,0,8,0,true,0.9026,0.0001,7394,8192,0.003,0.003,47.79,0.003,0,0,0.0002,0.0002,0.12,0.0,25.0,21.0,1781024401238161721
1781024401355776171,34,0,8,0,true,0.9027,0.0001,7394,8192,0.002,0.002,47.79,0.002,0,0,0.0002,0.0002,0.11,0.0,25.0,21.0,1781024401354968122
1781024401455882419,34,0,8,0,true,0.9027,0.0001,7394,8192,0.003,0.003,47.79,0.003,0,0,0.0002,0.0002,0.13,0.0,25.0,21.0,1781024401451049532
1781024401556361529,34,0,8,0,true,0.9027,0.0001,7394,8192,0.003,0.003,47.79,0.003,0,0,0.0002,0.0002,0.14,0.0,25.0,21.0,1781024401553215490
1781024401656006421,34,0,8,0,true,0.9027,0.0001,7394,8192,0.003,0.003,47.79,0.003,0,0,0.0002,0.0002,0.13,0.0,25.0,21.0,1781024401623323004
1781024401756266224,34,0,8,0,true,0.9027,0.0001,7394,8192,0.003,0.003,47.79,0.003,0,0,0.0002,0.0002,0.13,0.0,25.0,21.0,1781024401736658770
1781024401857575775,34,0,8,0,true,0.9027,0.0001,7395,8192,0.003,0.003,47.79,0.003,0,0,0.0003,0.0003,0.14,0.0,25.0,21.0,1781024401811435500
1781024401957555499,34,0,8,0,true,0.9027,0.0001,7395,8192,0.004,0.004,47.79,0.004,0,0,0.0003,0.0003,0.18,0.0,25.0,21.0,1781024401940887523
1781024402055933021,34,0,8,0,true,0.9027,0.0001,7395,8192,0.004,0.004,47.79,0.004,0,0,0.0003,0.0003,0.17,0.0,25.0,21.0,1781024402020150707
1781024402155920635,34,0,8,0,true,0.9027,0.0001,7395,8192,0.004,0.004,47.79,0.004,0,0,0.0004,0.0004,0.21,0.0,25.0,21.0,1781024402145185114
