timestamp_ns,activated,going_to_position,status,object_status,fault,position_request_echo,position,current_raw,current_a,link_up,timestamp_ns
1777834122014914893,true,false,3,0,0,0,3,0,0.0,true,1777834121969135916
1777834122115062689,true,false,3,0,0,0,3,0,0.0,true,1777834122069142415
1777834122215095484,true,false,3,0,0,0,3,0,0.0,true,1777834122169143451
1777834122315064724,true,false,3,0,0,0,3,0,0.0,true,1777834122269138728
1777834122415127315,true,false,3,0,0,0,3,0,0.0,true,1777834122369609228
1777834122515110777,true,false,3,0,0,0,3,0,0.0,true,1777834122469367615
1777834122615045813,true,false,3,0,0,0,3,0,0.0,true,1777834122569152076
1777834122715116145,true,false,3,0,0,0,3,0,0.0,true,1777834122669030019
1777834122815054959,true,false,3,0,0,0,3,0,0.0,true,1777834122769668501
1777834122915122680,true,false,3,0,0,0,3,0,0.0,true,1777834122869451370
1777834123015073105,true,false,3,0,0,0,3,0,0.0,true,1777834122970152723
1777834123115112993,true,false,3,0,0,0,3,0,0.0,true,1777834123069025329
1777834123215064565,true,false,3,0,0,0,3,0,0.0,true,1777834123169155125
1777834123315074879,true,false,3,0,0,0,3,0,0.0,true,1777834123269153994
1777834123415063415,true,false,3,0,0,0,3,0,0.0,true,1777834123370028144
1777834123515056673,true,false,3,0,0,0,3,0,0.0,true,1777834123469037251
1777834123615129265,true,false,3,0,0,0,3,0,0.0,true,1777834123569035194
1777834123715094004,true,false,3,0,0,0,3,0,0.0,true,1777834123669032841
1777834123815128151,true,false,3,0,0,0,3,0,0.0,true,1777834123769051081
1777834123915063020,true,false,3,0,0,0,3,0,0.0,true,1777834123870084139
1777834124015142223,true,false,3,0,0,0,3,0,0.0,true,1777834123969036930
1777834124115075055,true,false,3,0,0,0,3,0,0.0,true,1777834124070051544
1777834124215065832,true,false,3,0,0,0,3,0,0.0,true,1777834124169369188
1777834124315133868,true,false,3,0,0,0,3,0,0.0,true,1777834124269138261
1777834124415081107,true,false,3,0,0,0,3,0,0.0,true,1777834124369910540
1777834124515144792,true,false,3,0,0,0,3,0,0.0,true,1777834124469687001
1777834124615075309,true,false,3,0,0,0,3,0,0.0,true,1777834124569429758
1777834124715144086,true,false,3,0,0,0,3,0,0.0,true,1777834124669196497
1777834124815081640,true,false,3,0,0,0,3,0,0.0,true,1777834124770050313
1777834124915108046,true,false,3,0,0,0,3,0,0.0,true,1777834124869053531
1777834125015082786,true,false,3,0,0,0,3,0,0.0,true,1777834124969504661
1777834125115096099,true,false,3,0,0,0,3,0,0.0,true,1777834125069324641
1777834125215138265,true,false,3,0,0,0,3,0,0.0,true,1777834125170067216
1777834125315100542,true,false,3,0,0,0,3,0,0.0,true,1777834125269060175
1777834125415157578,true,false,3,0,0,0,3,0,0.0,true,1777834125369055729
1777834125515089799,true,false,3,0,0,0,3,0,0.0,true,1777834125469340803
1777834125615156761,true,false,3,0,0,0,3,0,0.0,true,1777834125569106338
1777834125715112537,true,false,3,0,0,0,3,0,0.0,true,1777834125669880580
1777834125815095277,true,false,3,0,0,0,3,0,0.0,true,1777834125770078450
1777834125915189757,true,false,3,0,0,0,3,0,0.0,true,1777834125869405058
1777834126015094367,true,false,3,0,0,0,3,0,0.0,true,1777834125969181667
1777834126115159348,true,false,3,0,0,0,3,0,0.0,true,1777834126069929280
1777834126215114643,true,false,3,0,0,0,3,0,0.0,true,1777834126169701408
1777834126315167771,true,false,3,0,0,0,3,0,0.0,true,1777834126269467109
1777834126415092918,true,false,3,0,0,0,3,0,0.0,true,1777834126369221200
1777834126515108565,true,false,3,0,0,0,3,0,0.0,true,1777834126469069161
1777834126615103305,true,false,3,0,0,0,3,0,0.0,true,1777834126569750792
1777834126715090433,true,false,3,0,0,0,3,0,0.0,true,1777834126669528716
1777834126815160266,true,false,3,0,0,0,3,0,0.0,true,1777834126769273770
1777834126915100894,true,false,3,0,0,0,3,0,0.0,true,1777834126869094898
1777834127015177263,true,false,3,0,0,0,3,0,0.0,true,1777834126969093397
1777834127115125558,true,false,3,0,0,0,3,0,0.0,true,1777834127069599953
1777834127215179354,true,false,3,0,0,0,3,0,0.0,true,1777834127169354673
1777834127315119649,true,false,3,0,0,0,3,0,0.0,true,1777834127269137116
