timestamp_ns,sensor_id,source,client,user_agent,kind,payload,result,error
1777794107578852684,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777794107588814710,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity_dropped_rate_limit""]}",
1777794107598765438,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777794107608766963,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777794107618740007,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity_dropped_rate_limit""]}",
1777794107628760458,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777794107638760169,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777794107648756953,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity_dropped_rate_limit""]}",
1777794107658761552,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777794107668788670,kinova_arm,udp,127.0.0.1:51680,,command,"{""joint_1_vel"":40.0,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
