timestamp_ns,activated,going_to_position,status,object_status,fault,position_request_echo,position,current_raw,current_a,link_up,timestamp_ns
1777792842795888555,true,false,3,0,0,0,3,0,0.0,true,1777792842787558756
1777792842896659438,true,false,3,0,0,0,3,0,0.0,true,1777792842887565230
1777792842996683338,true,false,3,0,0,0,3,0,0.0,true,1777792842987568352
1777792843096655423,true,false,3,0,0,0,3,0,0.0,true,1777792843087558159
1777792843196663434,true,false,3,0,0,0,3,0,0.0,true,1777792843187566115
1777792843296662315,true,false,3,0,0,0,3,0,0.0,true,1777792843287570570
1777792843396652122,true,false,3,0,0,0,3,0,0.0,true,1777792843387567970
1777792843496661985,true,false,3,0,0,0,3,0,0.0,true,1777792843487573185
1777792843596687404,true,false,3,0,0,0,3,0,0.0,true,1777792843588568828
1777792843696721118,true,false,3,0,0,0,3,0,0.0,true,1777792843687622725
1777792843796670055,true,false,3,0,0,0,3,0,0.0,true,1777792843787573384
1777792843896662381,true,false,3,0,0,0,3,0,0.0,true,1777792843887574950
1777792843996932855,true,false,3,0,0,0,3,0,0.0,true,1777792843987860388
1777792844096694662,true,false,3,0,0,0,3,0,0.0,true,1777792844087627084
1777792844196669413,true,false,3,0,0,0,3,0,0.0,true,1777792844187580891
1777792844296222368,true,false,3,0,0,0,3,0,0.0,true,1777792844288144533
1777792844396053489,true,false,3,0,0,0,3,0,0.0,true,1777792844387911895
1777792844496781650,true,false,3,0,0,0,3,0,0.0,true,1777792844487714276
1777792844596679513,true,false,3,0,0,0,3,0,0.0,true,1777792844587586527
1777792844696694061,true,false,3,0,0,0,3,0,0.0,true,1777792844687589093
1777792844796024292,true,false,3,0,0,0,3,0,0.0,true,1777792844787946605
1777792844896765046,true,false,3,0,0,0,3,0,0.0,true,1777792844887693634
1777792844996002536,true,false,3,0,0,0,3,0,0.0,true,1777792844988803222
1777792845096705660,true,false,3,0,0,0,3,0,0.0,true,1777792845087601267
1777792845196828319,true,false,3,0,0,0,3,0,0.0,true,1777792845187598648
1777792845296766275,true,false,3,0,0,0,3,0,0.0,true,1777792845288598106
1777792852234840161,true,false,3,0,0,0,3,0,0.0,true,1777792852231123392
1777792852335046450,true,false,3,0,0,0,3,0,0.0,true,1777792852330876587
1777792852435063572,true,false,3,0,0,0,3,0,0.0,true,1777792852430639431
1777792852535050268,true,false,3,0,0,0,3,0,0.0,true,1777792852531399999
1777792852635062205,true,false,3,0,0,0,3,0,0.0,true,1777792852631140750
1777792852735063771,true,false,3,0,0,0,3,0,0.0,true,1777792852730908613
1777792852835069634,true,false,3,0,0,0,3,0,0.0,true,1777792852830662253
1777792852934840163,true,false,3,0,0,0,3,0,0.0,true,1777792852931465340
1777792853035092008,true,false,3,0,0,0,3,0,0.0,true,1777792853031195016
1777792853135065759,true,false,3,0,0,0,3,0,0.0,true,1777792853130576896
1777792853235068233,true,false,3,0,0,0,3,0,0.0,true,1777792853230737445
1777792853334851003,true,false,3,0,0,0,3,0,0.0,true,1777792853331483772
1777792857581071726,true,false,3,0,0,0,3,0,0.0,true,1777792857578629368
1777792857681074403,true,false,3,0,0,0,3,0,0.0,true,1777792857678639490
1777792857781079044,true,false,3,0,0,0,3,0,0.0,true,1777792857778635593
1777792857881090555,true,false,3,0,0,0,3,0,0.0,true,1777792857877646898
1777792857981080751,true,false,3,0,0,0,3,0,0.0,true,1777792857978639763
1777792858081092928,true,false,3,0,0,0,3,0,0.0,true,1777792858078646756
1777792858181077513,true,false,3,0,0,0,3,0,0.0,true,1777792858177642727
1777792858281094154,true,false,3,0,0,0,3,0,0.0,true,1777792858278655370
1777792858381076424,true,false,3,0,0,0,3,0,0.0,true,1777792858378646788
1777792858481085046,true,false,3,0,0,0,3,0,0.0,true,1777792858478646651
1777792858581084872,true,false,3,0,0,0,3,0,0.0,true,1777792858577657363
1777792858681087068,true,false,3,0,0,0,3,0,0.0,true,1777792858678657025
