timestamp_ns,port,gps_tow,gps_week,ins_status_raw,ins_mode,ins_error,gnss_fix,gnss_compass_active,gnss_heading_aiding,yaw,pitch,roll,latitude,longitude,altitude,vel_north,vel_east,vel_down,att_uncertainty,pos_uncertainty,vel_uncertainty,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gnss_num_sats,gnss_fix_type,temperature,pressure,last_async_header,messages_parsed,messages_dropped,timestamp_ns
1777925524612885564,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925524713080042,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925524813113644,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925524913147802,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925525013059475,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925525113152505,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925525213075771,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925525313119299,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925525413055917,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925525513138429,/dev/ttyUSB_VN300,210.300006,0,128,0,0,false,false,false,-166.75799560546875,0.22300000488758087,-0.1770000010728836,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,VNINS,1,0,1777925522067613723
1777925850190825793,/dev/ttyUSB_VN300,538.4000060000001,0,128,0,0,false,false,false,-166.7742462158203,0.23448821902275085,-0.176225483417511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07770544290542603,0.01788017526268959,0.13133268058300018,0.04904920980334282,0.02059909701347351,-9.396912574768066,-0.0003075292333960533,0.0005559615092352033,0.0007001417689025402,0,0,20.750194549560547,100.13700103759766,VNBIN,81,0,1777925850166080076
1777925850292403118,/dev/ttyUSB_VN300,538.500005,0,128,0,0,false,false,false,-166.77603149414062,0.23420770466327667,-0.17601214349269867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07560871541500092,0.01574745774269104,0.13508258759975433,0.02648136392235756,0.024942755699157715,-9.40909481048584,0.00034371716901659966,-0.0001768989022821188,-0.0003126007504761219,0,0,20.74909019470215,100.12500762939453,VNBIN,83,0,1777925850265787891
