timestamp_ns,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,timestamp_ns
1780982802188882358,,,,,,,
1780982802289938214,1.8224112636744394e-6,0.004813418257981539,0.000018429082047077827,0.01418824028223753,0.9999632835388184,-0.0024546796921640635,1780982802280296035
1780982802389105794,-1.9083174720435636e-6,-0.00509272888302803,-0.000018505643311073072,-0.012650899589061737,1.000044345855713,0.0024383198469877243,1780982802381347147
1780982802489031762,1.821137288970931e-6,0.004809087608009577,0.000018511154848965816,0.013381008058786392,0.9999555349349976,-0.0025210699532181025,1780982802482052057
1780982802589831274,-1.903946440506843e-6,-0.00508191529661417,-0.00001854578840720933,-0.013104062527418137,1.0000461339950562,0.0025176052004098892,1780982802581130538
1780982802689938320,1.8181218592872028e-6,0.004800514318048954,0.000018550237655290402,0.013915838673710823,0.99995356798172,-0.0026172345969825983,1780982802682229989
1780982802789056375,-1.86903594112664e-6,-0.004988563247025013,-0.000022256157535593957,-0.01245307270437479,1.000052571296692,0.0024709247518330812,1780982802782393166
1780982802889300801,1.8151421272705193e-6,0.004792205058038235,0.000018408234609523788,0.013789432123303413,0.9999542236328125,-0.0025881642941385508,1780982802882555082
1780982802989474122,-1.9047602108912542e-6,-0.005084760952740908,-0.000018452215954312123,-0.012553433887660503,1.0000439882278442,0.00242023728787899,1780982802982839140
1780982803089830747,1.8240750705444952e-6,0.004815568681806326,0.00001847356543294154,0.013425281271338463,0.9999555349349976,-0.00254191760905087,1780982803083211498
1780982803189254272,-1.9097590211458737e-6,-0.005098098423331976,-0.000018433225704939105,-0.013869930990040302,1.000048279762268,0.0026873049791902304,1780982803182598296
1780982803289889785,1.8279412188348942e-6,0.004826048389077187,0.00001843716381699778,0.013323578052222729,0.9999561905860901,-0.002534569473937154,1780982803284225895
1780982803389182668,-1.91326853382634e-6,-0.005107204429805279,-0.0000184083946805913,-0.012750078924000263,1.0000442266464233,0.0024832645431160927,1780982803384575980
1780982803489017772,1.8306135416423786e-6,0.004833452869206667,0.00001840522418206092,0.013785515911877155,0.9999548196792603,-0.0026326903607696295,1780982803484388148
1780982803589534043,-1.9158394479745766e-6,-0.005113731138408184,-0.000018381968402536586,-0.01181487925350666,1.000040888786316,0.0023106136359274387,1780982803587776710
1780982803689642128,1.5437723277500481e-6,0.00406655203551054,0.000016008561942726374,0.012848133221268654,0.9999570846557617,-0.0016786850756034255,1780982803686007026
1780982803789013559,-2.0350730665086303e-6,-0.005430511198937893,-0.000018846532839233987,-0.013557364232838154,1.0000455379486084,0.0030642393976449966,1780982803786400866
1780982803889535849,1.9327035261085257e-6,0.00510421022772789,0.000018733144315774553,0.014627047814428806,0.9999531507492065,-0.003188316011801362,1780982803886009335
1780982803989446273,-1.998710558837047e-6,-0.005333392880856991,-0.000018775441276375204,-0.013686016201972961,1.0000461339950562,0.0029792427085340023,1780982803986837601
1780982804089357567,1.8731351474343683e-6,0.0049463133327662945,0.000018295806512469426,0.014097940176725388,0.9999547004699707,-0.002871890552341938,1780982804087426853
1780982804189448585,1.8421349068376003e-6,0.0048640333116054535,0.000018374641513219103,0.013503281399607658,0.9999561309814453,-0.0025618260260671377,1780982804168615912
1780982804289737354,1.8357441149419174e-6,0.004847278818488121,0.00001821867590479087,0.014335733838379383,0.9999537467956543,-0.0027622308116406202,1780982804288082725
1780982804389976484,1.8361168940828065e-6,0.00484846206381917,0.000018185677618021145,0.014498135074973106,0.9999533295631409,-0.002795794978737831,1780982804368157019
1780982804489406509,-1.9190342754882295e-6,-0.005122196860611439,-0.000018119952073902823,-0.014070979319512844,1.0000487565994263,0.0027539103757590055,1780982804468715805
1780982804589974203,-1.9212345705454936e-6,-0.005127418786287308,-0.000018049904610961676,-0.01333707943558693,1.000044822692871,0.002631031908094883,1780982804589922829
1780982804689301196,-1.8079423398376093e-6,-0.004831674043089151,7.645458936167415e-6,-0.012665705755352974,1.0000191926956177,0.002722053322941065,1780982804670510188
