timestamp_ns,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_1_current,joint_2_current,joint_3_current,joint_4_current,joint_5_current,joint_6_current,joint_1_temp,joint_2_temp,joint_3_temp,joint_4_temp,joint_5_temp,joint_6_temp,bus_voltage,bus_current,accel_x,accel_y,accel_z,timestamp_ns
1781017328042154776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328143483967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328242536667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328342599487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328442460121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328542201218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328643099360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328742788428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328842621455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017328942700564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329042283507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329143118527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329242758354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329342224757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329442508416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329543088251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329642723873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329742154145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329842727747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017329942211314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017330042811780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017330142508941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781017330243139977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
