timestamp_ns,sensor_id,source,client,user_agent,kind,payload,result,error
1777842549210573094,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777842549220532980,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity_dropped_rate_limit""]}",
1777842549230528237,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777842549240552716,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777842549250517954,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity_dropped_rate_limit""]}",
1777842549260584063,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777842549270490524,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity_dropped_rate_limit""]}",
1777842549280533170,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777842549290622742,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
1777842549302091170,kinova_arm,udp,127.0.0.1:56600,,command,"{""joint_1_vel"":6.9,""joint_2_vel"":0.0,""joint_3_vel"":0.0,""joint_4_vel"":0.0,""joint_5_vel"":0.0,""joint_6_vel"":0.0}","{""sent"":[""angular_velocity""]}",
