timestamp_ns,activated,going_to_position,status,object_status,fault,position_request_echo,position,current_raw,current_a,link_up,timestamp_ns
1777842485052760728,true,false,3,0,0,0,3,0,0.0,true,1777842485050135423
1777842485153277633,true,false,3,0,0,0,3,0,0.0,true,1777842485150132548
1777842485253280072,true,false,3,0,0,0,3,0,0.0,true,1777842485250234062
1777842485353268030,true,false,3,0,0,0,3,0,0.0,true,1777842485350133575
1777842485453275544,true,false,3,0,0,0,3,0,0.0,true,1777842485450139348
1777842485553255632,true,false,3,0,0,0,3,0,0.0,true,1777842485550130917
1777842485653284738,true,false,3,0,0,0,3,0,0.0,true,1777842485650295765
1777842485753278474,true,false,3,0,0,0,3,0,0.0,true,1777842485751139448
1777842485853273913,true,false,3,0,0,0,3,0,0.0,true,1777842485850144254
1777842485953289649,true,false,3,0,0,0,3,0,0.0,true,1777842485950589177
1777842486053279867,true,false,3,0,0,0,3,0,0.0,true,1777842486050359282
1777842486153275528,true,false,3,0,0,0,3,0,0.0,true,1777842486150142369
1777842486253285727,true,false,3,0,0,0,3,0,0.0,true,1777842486250146365
1777842486353282685,true,false,3,0,0,0,3,0,0.0,true,1777842486350629584
1777842486453269218,true,false,3,0,0,0,3,0,0.0,true,1777842486450415300
1777842486553304842,true,false,3,0,0,0,3,0,0.0,true,1777842486550169313
1777842486653307060,true,false,3,0,0,0,3,0,0.0,true,1777842486650158438
1777842486753306722,true,false,3,0,0,0,3,0,0.0,true,1777842486750024914
1777842486853299346,true,false,3,0,0,0,3,0,0.0,true,1777842486850029502
1777842486953307379,true,false,3,0,0,0,3,0,0.0,true,1777842486950216516
1777842487053301966,true,false,3,0,0,0,3,0,0.0,true,1777842487050160363
1777842487153291924,true,false,3,0,0,0,3,0,0.0,true,1777842487150029691
1777842487253290290,true,false,3,0,0,0,3,0,0.0,true,1777842487250031964
1777842487353279692,true,false,3,0,0,0,3,0,0.0,true,1777842487351035073
1777842487453304021,true,false,3,0,0,0,3,0,0.0,true,1777842487450049269
1777842487553304590,true,false,3,0,0,0,3,0,0.0,true,1777842487550038264
1777842487653312771,true,false,3,0,0,0,3,0,0.0,true,1777842487650561909
1777842487753299432,true,false,3,0,0,0,3,0,0.0,true,1777842487750313829
1777842487853313465,true,false,3,0,0,0,3,0,0.0,true,1777842487850089676
1777842487953311274,true,false,3,0,0,0,3,0,0.0,true,1777842487950176412
1777842488053337010,true,false,3,0,0,0,3,0,0.0,true,1777842488050598223
1777842488153324913,true,false,3,0,0,0,3,0,0.0,true,1777842488150367773
1777842488253329038,true,false,3,0,0,0,3,0,0.0,true,1777842488250123638
1777842488353353218,true,false,3,0,0,0,3,0,0.0,true,1777842488351049655
1777842488453346843,true,false,3,0,0,0,3,0,0.0,true,1777842488450048406
1777842488553318282,true,false,3,0,0,0,3,0,0.0,true,1777842488550052401
1777842488653312315,true,false,3,0,0,0,3,0,0.0,true,1777842488650192137
1777842488753318606,true,false,3,0,0,0,3,0,0.0,true,1777842488750056650
