timestamp_ns,port,gps_tow,gps_week,ins_status_raw,ins_mode,ins_error,gnss_fix,gnss_compass_active,gnss_heading_aiding,yaw,pitch,roll,latitude,longitude,altitude,vel_north,vel_east,vel_down,att_uncertainty,pos_uncertainty,vel_uncertainty,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gnss_num_sats,gnss_fix_type,temperature,pressure,last_async_header,messages_parsed,messages_dropped,timestamp_ns
1781038800092480885,sim,507600.019,-308096,774,2,0,true,true,true,162.05579682418542,28.779897069438135,8.854067565301548,46.75119654706649,7.613022123676324,550.7935870023215,0.27034300614298207,0.04045562254337101,11.03996764824343,0.5,0.4,0.1,-0.3810663752844674,-0.006482047352345921,0.29723122428452803,-4.45964957210429,1.24373683731452,8.032625767838642,3.0732742415932632,0.7634962225186661,-0.2308182088567148,14,3,25.0,94.881,VNINS,0,0,1781038800019323785
1781038800192048329,sim,507600.019,-308096,774,2,0,true,true,true,162.05579682418542,28.779897069438135,8.854067565301548,46.75119654706649,7.613022123676324,550.7935870023215,0.27034300614298207,0.04045562254337101,11.03996764824343,0.5,0.4,0.1,-0.3810663752844674,-0.006482047352345921,0.29723122428452803,-4.45964957210429,1.24373683731452,8.032625767838642,3.0732742415932632,0.7634962225186661,-0.2308182088567148,14,3,25.0,94.881,VNINS,0,0,1781038800019323785
1781038800290504461,sim,507600.24,-308096,774,2,0,true,true,true,161.91156379813225,29.71880940677646,12.430225823208824,46.751190537909025,7.613011897113953,550.5624124487985,0.27165122426537114,0.0402373381629281,11.133772532804477,0.5,0.4,0.1,-0.3856948051759984,0.010249439861292078,0.29109185190035547,-4.648484357747851,1.7488864917702849,7.959179547407833,3.0428007491988898,0.7467501663733762,-0.2607351337374262,14,3,25.0,94.883,VNINS,0,0,1781038800240036549
1781038800391407380,sim,507600.24,-308096,774,2,0,true,true,true,161.91156379813225,29.71880940677646,12.430225823208824,46.751190537909025,7.613011897113953,550.5624124487985,0.27165122426537114,0.0402373381629281,11.133772532804477,0.5,0.4,0.1,-0.3856948051759984,0.010249439861292078,0.29109185190035547,-4.648484357747851,1.7488864917702849,7.959179547407833,3.0428007491988898,0.7467501663733762,-0.2607351337374262,14,3,25.0,94.883,VNINS,0,0,1781038800240036549
1781038800493226151,sim,507600.404,-308096,774,2,0,true,true,true,161.78881501041414,30.65207926833094,15.9789206351931,46.75119297835023,7.61301080313765,550.3293036290878,0.27274290183013244,0.04016169699200636,11.225977145231171,0.5,0.4,0.1,-0.3902105909774852,0.026119572429561505,0.2839955327555323,-4.71163405727698,2.184057159321249,7.649687919119132,3.012543700346265,0.728855261801987,-0.28937182431698916,14,3,25.0,94.886,VNINS,0,0,1781038800404505149
1781038800591395595,sim,507600.584,-308096,774,2,0,true,true,true,161.6874655150068,31.57917926991265,19.50098838852458,46.75119429350675,7.613009564710951,550.0942938874948,0.2736105274937232,0.04022102323159099,11.31658116229728,0.5,0.4,0.1,-0.3946117910715922,0.041086715238472585,0.2760315492442534,-4.870491607842059,2.641337102844399,7.472536352846233,2.9824888536278036,0.7099129575503678,-0.3167100076272654,14,3,25.0,94.889,VNINS,0,0,1781038800584219337
1781038800690558268,sim,507600.584,-308096,774,2,0,true,true,true,161.6874655150068,31.57917926991265,19.50098838852458,46.75119429350675,7.613009564710951,550.0942938874948,0.2736105274937232,0.04022102323159099,11.31658116229728,0.5,0.4,0.1,-0.3946117910715922,0.041086715238472585,0.2760315492442534,-4.870491607842059,2.641337102844399,7.472536352846233,2.9824888536278036,0.7099129575503678,-0.3167100076272654,14,3,25.0,94.889,VNINS,0,0,1781038800584219337
1781038800790959660,sim,507600.77,-308096,774,2,0,true,true,true,161.6074288890608,32.499622569263124,22.997231321166733,46.751187992889335,7.613014661018111,549.8574165652394,0.27424842574597846,0.04040714331380624,11.405585056358696,0.5,0.4,0.1,-0.3988968355055667,0.05511696822937075,0.2672890466084372,-5.011741195288406,3.070329833323431,7.2433572115584415,2.9526230962591,0.6900219156590499,-0.34273684399703597,14,3,25.0,94.891,VNINS,0,0,1781038800770158948
1781038800890796740,sim,507600.77,-308096,774,2,0,true,true,true,161.6074288890608,32.499622569263124,22.997231321166733,46.751187992889335,7.613014661018111,549.8574165652394,0.27424842574597846,0.04040714331380624,11.405585056358696,0.5,0.4,0.1,-0.3988968355055667,0.05511696822937075,0.2672890466084372,-5.011741195288406,3.070329833323431,7.2433572115584415,2.9526230962591,0.6900219156590499,-0.34273684399703597,14,3,25.0,94.891,VNINS,0,0,1781038800770158948
1781038800995028537,sim,507600.77,-308096,774,2,0,true,true,true,161.6074288890608,32.499622569263124,22.997231321166733,46.751187992889335,7.613014661018111,549.8574165652394,0.27424842574597846,0.04040714331380624,11.405585056358696,0.5,0.4,0.1,-0.3988968355055667,0.05511696822937075,0.2672890466084372,-5.011741195288406,3.070329833323431,7.2433572115584415,2.9526230962591,0.6900219156590499,-0.34273684399703597,14,3,25.0,94.891,VNINS,0,0,1781038800770158948
1781038801091305744,sim,507600.77,-308096,774,2,0,true,true,true,161.6074288890608,32.499622569263124,22.997231321166733,46.751187992889335,7.613014661018111,549.8574165652394,0.27424842574597846,0.04040714331380624,11.405585056358696,0.5,0.4,0.1,-0.3988968355055667,0.05511696822937075,0.2672890466084372,-5.011741195288406,3.070329833323431,7.2433572115584415,2.9526230962591,0.6900219156590499,-0.34273684399703597,14,3,25.0,94.891,VNINS,0,0,1781038800770158948
1781038801193704527,sim,507601.094,-308096,774,2,0,true,true,true,161.5486206450459,33.41296187763649,26.46842015625368,46.75119019825267,7.613014339286523,549.6187049829815,0.27465267703111096,0.04071147885592438,11.492990166132948,0.5,0.4,0.1,-0.403064508187445,0.0681838592624567,0.2578564786381964,-5.251834572582828,3.5464812943283963,7.126298135949248,2.9229347060691744,0.6692778565127746,-0.36744456011366133,14,3,25.0,94.894,VNINS,0,0,1781038801093650830
1781038801291435099,sim,507601.094,-308096,774,2,0,true,true,true,161.5486206450459,33.41296187763649,26.46842015625368,46.75119019825267,7.613014339286523,549.6187049829815,0.27465267703111096,0.04071147885592438,11.492990166132948,0.5,0.4,0.1,-0.403064508187445,0.0681838592624567,0.2578564786381964,-5.251834572582828,3.5464812943283963,7.126298135949248,2.9229347060691744,0.6692778565127746,-0.36744456011366133,14,3,25.0,94.894,VNINS,0,0,1781038801093650830
