timestamp_ns,sensor_id,source,client,user_agent,kind,payload,result,error
1781037250913175277,robotiq_gripper,http,192.168.2.39:43074,Mozilla/5.0 (X11; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0,command,"{""position"":255}","{""sent"":[""position""]}",
1781037306352764389,robotiq_gripper,http,192.168.2.39:43074,Mozilla/5.0 (X11; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0,command,"{""position"":0}","{""sent"":[""position""]}",
1781037311360277859,robotiq_gripper,http,192.168.2.39:43074,Mozilla/5.0 (X11; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0,command,"{""position"":255}","{""sent"":[""position""]}",
1781037365109783407,robotiq_gripper,http,192.168.2.39:43074,Mozilla/5.0 (X11; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0,command,"{""position"":0}","{""sent"":[""position""]}",
1781037467154987672,kinova_arm,http,192.168.2.39:43074,Mozilla/5.0 (X11; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0,command,"{""move_home"":true}","{""note"":""kinova arm command path is stubbed in sim mode (no joint-space sink yet)"",""sent"":[""move_home""]}",
1781037552385799692,odrive_31,udp,127.0.0.1:33030,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037554045799988,odrive_31,udp,127.0.0.1:33030,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037554046137880,odrive_32,udp,127.0.0.1:52191,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037554046896303,odrive_33,udp,127.0.0.1:49762,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037554047086401,odrive_34,udp,127.0.0.1:39777,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037554047777469,odrive_41,udp,127.0.0.1:57694,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037554054044657,odrive_43,udp,127.0.0.1:35089,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037554056026722,odrive_42,udp,127.0.0.1:50148,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037554057926123,odrive_44,udp,127.0.0.1:38072,,command,"{""axis_state"":8,""control_mode"":2,""input_mode"":1}","{""sent"":[""axis_state"",""control_mode"",""input_mode""]}",
1781037557105927304,odrive_32,udp,127.0.0.1:52191,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037557106842500,odrive_33,udp,127.0.0.1:49762,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037557107014827,odrive_34,udp,127.0.0.1:39777,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037557109769115,odrive_41,udp,127.0.0.1:57694,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037557110211233,odrive_42,udp,127.0.0.1:50148,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037557110866204,odrive_43,udp,127.0.0.1:35089,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037557111264871,odrive_44,udp,127.0.0.1:38072,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037557368737387,odrive_31,udp,127.0.0.1:33030,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558254711386,odrive_44,udp,127.0.0.1:38072,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558265463319,odrive_31,udp,127.0.0.1:33030,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558265844038,odrive_32,udp,127.0.0.1:52191,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558266975239,odrive_33,udp,127.0.0.1:49762,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558267131222,odrive_34,udp,127.0.0.1:39777,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558267730819,odrive_41,udp,127.0.0.1:57694,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558270088858,odrive_42,udp,127.0.0.1:50148,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558270817293,odrive_43,udp,127.0.0.1:35089,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558445542461,odrive_31,udp,127.0.0.1:33030,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558445831051,odrive_32,udp,127.0.0.1:52191,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558506820043,odrive_33,udp,127.0.0.1:49762,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558509282172,odrive_34,udp,127.0.0.1:39777,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558509418241,odrive_41,udp,127.0.0.1:57694,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558510114235,odrive_42,udp,127.0.0.1:50148,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558510859537,odrive_43,udp,127.0.0.1:35089,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558511860201,odrive_44,udp,127.0.0.1:38072,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558710099722,odrive_34,udp,127.0.0.1:39777,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558710283124,odrive_42,udp,127.0.0.1:50148,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558710391121,odrive_33,udp,127.0.0.1:49762,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558710495929,odrive_41,udp,127.0.0.1:57694,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558710601488,odrive_31,udp,127.0.0.1:33030,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558762192116,odrive_43,udp,127.0.0.1:35089,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558771374011,odrive_44,udp,127.0.0.1:38072,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037558905931936,odrive_32,udp,127.0.0.1:52191,,command,"{""axis_state"":1}","{""sent"":[""axis_state""]}",
1781037560225476247,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":6.9}","{""sent"":[""input_vel""]}",
1781037560245528681,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":6.9}","{""sent"":[""input_vel""]}",
1781037560270003813,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":6.9}","{""sent"":[""input_vel""]}",
1781037560285953478,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":6.9}","{""sent"":[""input_vel""]}",
1781037560305497576,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":6.9}","{""sent"":[""input_vel""]}",
1781037560325491665,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":6.9}","{""sent"":[""input_vel""]}",
1781037560345731046,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":6.9}","{""sent"":[""input_vel""]}",
1781037560365572660,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":7.3}","{""sent"":[""input_vel""]}",
1781037560385820868,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":7.3}","{""sent"":[""input_vel""]}",
1781037560405456456,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":7.3}","{""sent"":[""input_vel""]}",
1781037560425462847,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":7.3}","{""sent"":[""input_vel""]}",
1781037560448196292,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":7.3}","{""sent"":[""input_vel""]}",
1781037560465891703,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":7.3}","{""sent"":[""input_vel""]}",
1781037560489368392,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":8.55}","{""sent"":[""input_vel""]}",
1781037560507899484,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":8.55}","{""sent"":[""input_vel""]}",
1781037560525517725,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":8.55}","{""sent"":[""input_vel""]}",
1781037560545536067,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560565664148,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560585548766,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560605486744,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560625844879,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560645545619,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560667050634,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560695299417,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560705867539,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560725819639,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560747781530,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560765578426,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560785509135,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560805489354,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560825542157,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560845830127,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560865505059,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560885521998,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560906600938,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560925490662,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560945751252,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560965963578,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037560987049704,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561005783122,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561025614250,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561045615573,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561066208715,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561090963023,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561106220432,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561127259558,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561145574126,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561165497702,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561185960534,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561205464728,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561225551022,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561245878610,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561265925903,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561285574522,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561306352078,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561328123424,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561345442772,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561365510113,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561385470396,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561406818950,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561425503580,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561445850671,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561465562026,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561487385180,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561505568901,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561535506387,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561545555209,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561565747226,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561585928676,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561609926158,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561625525082,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561645541065,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561665812993,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561686108116,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561708179872,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561727270301,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561745578555,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561765565755,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561785881877,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561805506987,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561827934381,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561846164664,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561866301318,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
1781037561887959149,odrive_31,udp,127.0.0.1:33030,,command,"{""input_vel"":10.0}","{""sent"":[""input_vel""]}",
